from_label,from_name,reltype,to_label,to_name,period,weight_sum,names,color_group,count_rank_percentile,to_short_name,from_short_name,short_name,to_strength,from_strength,edge_strength
RqType,Empirical Estimates and Determinants,CO_DATATYPE_RQTYPE,DataType,Big Data,2021-2025,6,Empirical Estimates and Determinants - Big Data,Other,0.6422764227642277,D12,R2,R2-D12,6.0,142.0,136.0
DataType,Archival/Historical Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,6,Archival/Historical Data - Intergenerational Wealth Mobility and Inheritance,Other,0.6422764227642277,R4,D11,D11-R4,120.0,6.0,114.0
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,6,"Administrative/Registry Data - Policy, Institutional, and Geographic Impacts",Other,0.6422764227642277,R3,D2,D2-R3,28.0,66.0,82.0
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,8,Transition Matrix / Probability Measures - Intergenerational Wealth Mobility and Inheritance,Other,0.7154471544715447,R4,M3,M3-R4,120.0,18.0,122.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2021-2025,8,Regression-based Measures - Theoretical and Structural Models,Other,0.7154471544715447,R7,M1,M1-R7,20.0,194.0,198.0
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2021-2025,8,Transition Matrix / Probability Measures - Panel/Longitudinal Surveys,Other,0.7154471544715447,D1,M3,M3-D1,80.0,18.0,82.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2021-2025,8,Decomposition / Structural Approaches - Linked Administrative Data,Other,0.7154471544715447,D6,M6,M6-D6,74.0,38.0,96.0
DataType,Others_DataType,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,8,Others_DataType - Empirical Estimates and Determinants,Other,0.7154471544715447,R2,D14,D14-R2,142.0,14.0,140.0
Measure,Rank-based Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2021-2025,10,Rank-based Measures - Measurement and Methodological Advances,Other,0.7601626016260162,R1,M2,M2-R1,32.0,62.0,74.0
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2021-2025,10,Decomposition / Structural Approaches - Empirical Estimates and Determinants,Other,0.7601626016260162,R2,M6,M6-R2,142.0,38.0,160.0
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2021-2025,6,Others_Measure - Panel/Longitudinal Surveys,Other,0.6422764227642277,D1,M9,M9-D1,80.0,16.0,84.0
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2021-2025,2,Transition Matrix / Probability Measures - Measurement and Methodological Advances,Other,0.21544715447154472,R1,M3,M3-R1,32.0,18.0,46.0
