m.name,n.name,year,paper_count,paper_ids
Theoretical and Structural Models,Regression‐based Measures,"[2012, 2013, 2015, 2018, 2022]",9,"[https://openalex.org/W70509848, https://openalex.org/W2018386129, https://openalex.org/W2025903092, https://openalex.org/W4252430879, https://openalex.org/W4241858005, https://openalex.org/W4214604726, https://openalex.org/W4212975927, https://openalex.org/W4280580662, https://openalex.org/W4212888016]"
Theoretical and Structural Models,Transition Matrix / Probability Measures,"[2012, 2020]",2,"[https://openalex.org/W1724441452, https://openalex.org/W3202153609]"
Theoretical and Structural Models,Others_Measure,"[1997, 2012, 2015, 2019, 2024]",5,"[https://openalex.org/W2078842385, https://openalex.org/W3125905928, https://openalex.org/W2767739989, https://openalex.org/W3183234565, https://openalex.org/W4395463994]"
Empirical Estimates and Determinants,Archival/Historical Data,"[2011, 2015, 2018]",3,"[https://openalex.org/W2119455293, https://openalex.org/W2625992765, https://openalex.org/W2811219136]"
Empirical Estimates and Determinants,No dataset,"[1980, 1998, 2002, 2005, 2006, 2008, 2009, 2011, 2013, 2014, 2015, 2018, 2019, 2020, 2021, 2022, 2025]",26,"[https://openalex.org/W1515121029, https://openalex.org/W2117407660, https://openalex.org/W2119587652, https://openalex.org/W1994031345, https://openalex.org/W2049884882, https://openalex.org/W2159878756, https://openalex.org/W2388800308, https://openalex.org/W2890853717, https://openalex.org/W2288802977, https://openalex.org/W3121558866, https://openalex.org/W2151222191, https://openalex.org/W2068645718, https://openalex.org/W2353487644, https://openalex.org/W2229381819, https://openalex.org/W2921712035, https://openalex.org/W2900408224, https://openalex.org/W4242326182, https://openalex.org/W2889122466, https://openalex.org/W4234924712, https://openalex.org/W3033929493, https://openalex.org/W3022704615, https://openalex.org/W3207371012, https://openalex.org/W3216038618, https://openalex.org/W4205619119, https://openalex.org/W4308908946, https://openalex.org/W4407738440]"
Empirical Estimates and Determinants,Administrative/Registry Data,"[2005, 2006, 2008, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",31,"[https://openalex.org/W2091916425, https://openalex.org/W1578919155, https://openalex.org/W2132728629, https://openalex.org/W2292189473, https://openalex.org/W291004932, https://openalex.org/W632219639, https://openalex.org/W2569989626, https://openalex.org/W2912008487, https://openalex.org/W2794220255, https://openalex.org/W2804958844, https://openalex.org/W3171039042, https://openalex.org/W2947666646, https://openalex.org/W2922209108, https://openalex.org/W3084113281, https://openalex.org/W3032637579, https://openalex.org/W4211263339, https://openalex.org/W3192903419, https://openalex.org/W4312805135, https://openalex.org/W4312705867, https://openalex.org/W4312419656, https://openalex.org/W3163153651, https://openalex.org/W4384133380, https://openalex.org/W4386491507, https://openalex.org/W4388724660, https://openalex.org/W4388626236, https://openalex.org/W4383346553, https://openalex.org/W4390487374, https://openalex.org/W4402546895, https://openalex.org/W4404109958, https://openalex.org/W4399290172, https://openalex.org/W4392135119]"
Empirical Estimates and Determinants,Others_DataType,"[2008, 2013, 2016, 2020, 2021, 2023, 2024]",8,"[https://openalex.org/W3125155430, https://openalex.org/W1791196730, https://openalex.org/W325124896, https://openalex.org/W3041900243, https://openalex.org/W3178385122, https://openalex.org/W4386094306, https://openalex.org/W4391164542, https://openalex.org/W4399323633]"
Empirical Estimates and Determinants,Panel/Longitudinal Surveys,"[1990, 1992, 2002, 2003, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",59,"[https://openalex.org/W1988669335, https://openalex.org/W1963513809, https://openalex.org/W2008396968, https://openalex.org/W1510224607, https://openalex.org/W2148814768, https://openalex.org/W2553521091, https://openalex.org/W2353931744, https://openalex.org/W2127281421, https://openalex.org/W3093752946, https://openalex.org/W48048703, https://openalex.org/W2364722826, https://openalex.org/W1885260769, https://openalex.org/W2365705769, https://openalex.org/W1580804840, https://openalex.org/W2157585414, https://openalex.org/W623596649, https://openalex.org/W1523582143, https://openalex.org/W2389521723, https://openalex.org/W2368218525, https://openalex.org/W2612875108, https://openalex.org/W1993865286, https://openalex.org/W2351358614, https://openalex.org/W2363649169, https://openalex.org/W2355555430, https://openalex.org/W2380359989, https://openalex.org/W1020822704, https://openalex.org/W1444704346, https://openalex.org/W2411230938, https://openalex.org/W4238028113, https://openalex.org/W3125643021, https://openalex.org/W2587329652, https://openalex.org/W2210747677, https://openalex.org/W2766173862, https://openalex.org/W2802089178, https://openalex.org/W3142916655, https://openalex.org/W2883024550, https://openalex.org/W2756659966, https://openalex.org/W2895165109, https://openalex.org/W3156722884, https://openalex.org/W3121545129, https://openalex.org/W2943421593, https://openalex.org/W2978816005, https://openalex.org/W3033501614, https://openalex.org/W3119775080, https://openalex.org/W4285263003, https://openalex.org/W4286458987, https://openalex.org/W4296277673, https://openalex.org/W4304172618, https://openalex.org/W4283657131, https://openalex.org/W4308132439, https://openalex.org/W4210953259, https://openalex.org/W4385260730, https://openalex.org/W4387158607, https://openalex.org/W4381736130, https://openalex.org/W4381512763, https://openalex.org/W4401871424, https://openalex.org/W4403370613, https://openalex.org/W4395466247, https://openalex.org/W4391619986]"
Empirical Estimates and Determinants,Linked Administrative Data,"[2002, 2003, 2006, 2008, 2013, 2014, 2015, 2019, 2020, 2021, 2022, 2023, 2024]",31,"[https://openalex.org/W2124465354, https://openalex.org/W2049773875, https://openalex.org/W3122728969, https://openalex.org/W3124527946, https://openalex.org/W2012592263, https://openalex.org/W2155246844, https://openalex.org/W2105584013, https://openalex.org/W2485689150, https://openalex.org/W1862838271, https://openalex.org/W1556385061, https://openalex.org/W3176921257, https://openalex.org/W3147268152, https://openalex.org/W3145594932, https://openalex.org/W3124992314, https://openalex.org/W3189747191, https://openalex.org/W3166017557, https://openalex.org/W3208235548, https://openalex.org/W3181973673, https://openalex.org/W4285249755, https://openalex.org/W4312204683, https://openalex.org/W4295122648, https://openalex.org/W4205731136, https://openalex.org/W4390066466, https://openalex.org/W4387195562, https://openalex.org/W4382807722, https://openalex.org/W4361000524, https://openalex.org/W4377002343, https://openalex.org/W4377834046, https://openalex.org/W4405654739, https://openalex.org/W3121518780, https://openalex.org/W4401327824]"
Empirical Estimates and Determinants,National Survey Data,"[2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",33,"[https://openalex.org/W2116568238, https://openalex.org/W1971213371, https://openalex.org/W2099874214, https://openalex.org/W2118931737, https://openalex.org/W2018079782, https://openalex.org/W2097343718, https://openalex.org/W2387291285, https://openalex.org/W1648451562, https://openalex.org/W3175158828, https://openalex.org/W2123210148, https://openalex.org/W1748686498, https://openalex.org/W2108734997, https://openalex.org/W2375187415, https://openalex.org/W1792190074, https://openalex.org/W1882444807, https://openalex.org/W2470832101, https://openalex.org/W2419212734, https://openalex.org/W2482682982, https://openalex.org/W2602849344, https://openalex.org/W4230700148, https://openalex.org/W2918831213, https://openalex.org/W3105823174, https://openalex.org/W3049173530, https://openalex.org/W2944091914, https://openalex.org/W2967279307, https://openalex.org/W2921069773, https://openalex.org/W3165956734, https://openalex.org/W3136260651, https://openalex.org/W4205552064, https://openalex.org/W4385782198, https://openalex.org/W3186457560, https://openalex.org/W3204735205, https://openalex.org/W4406632693]"
Empirical Estimates and Determinants,International Panel Data,"[2009, 2013, 2016, 2018, 2019, 2024]",7,"[https://openalex.org/W1763036350, https://openalex.org/W2122216841, https://openalex.org/W2208157789, https://openalex.org/W2291516288, https://openalex.org/W2902789768, https://openalex.org/W2921237584, https://openalex.org/W4402066912]"
Empirical Estimates and Determinants,Pseudo-Panel/Household Budget Survey,[2015],1,[https://openalex.org/W2337892695]
Empirical Estimates and Determinants,Opportunity Atlas,"[2014, 2021, 2024]",3,"[https://openalex.org/W2120158174, https://openalex.org/W3129579937, https://openalex.org/W4402314342]"
Empirical Estimates and Determinants,Natural/Experimental Data,"[2014, 2022]",2,"[https://openalex.org/W2010545686, https://openalex.org/W4312802865]"
Empirical Estimates and Determinants,University/Institution Data,[2019],2,"[https://openalex.org/W2914094440, https://openalex.org/W2953817338]"
Empirical Estimates and Determinants,Big Data,"[2022, 2025]",3,"[https://openalex.org/W4289222991, https://openalex.org/W4289538664, https://openalex.org/W4407152405]"
Empirical Estimates and Determinants,Absolute Mobility Measures,"[2002, 2012, 2016, 2018, 2020, 2021, 2022, 2023, 2024]",18,"[https://openalex.org/W2008396968, https://openalex.org/W1523582143, https://openalex.org/W2470832101, https://openalex.org/W3142916655, https://openalex.org/W2921712035, https://openalex.org/W3041900243, https://openalex.org/W3022704615, https://openalex.org/W3166017557, https://openalex.org/W3208235548, https://openalex.org/W4289222991, https://openalex.org/W4285249755, https://openalex.org/W4312204683, https://openalex.org/W4283657131, https://openalex.org/W4289538664, https://openalex.org/W4205731136, https://openalex.org/W3186457560, https://openalex.org/W4391164542, https://openalex.org/W4399290172]"
Empirical Estimates and Determinants,Decomposition / Structural Approaches,"[2013, 2015, 2018, 2019, 2020, 2022, 2023, 2024]",17,"[https://openalex.org/W2389521723, https://openalex.org/W1993865286, https://openalex.org/W1748686498, https://openalex.org/W2375187415, https://openalex.org/W291004932, https://openalex.org/W632219639, https://openalex.org/W2229381819, https://openalex.org/W2804958844, https://openalex.org/W3171039042, https://openalex.org/W3176921257, https://openalex.org/W3124992314, https://openalex.org/W2921069773, https://openalex.org/W4210953259, https://openalex.org/W4382807722, https://openalex.org/W4361000524, https://openalex.org/W4377002343, https://openalex.org/W4404109958]"
Empirical Estimates and Determinants,Regression‐based Measures,"[1980, 1990, 1992, 1998, 2002, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",131,"[https://openalex.org/W1515121029, https://openalex.org/W1988669335, https://openalex.org/W1963513809, https://openalex.org/W2117407660, https://openalex.org/W2124465354, https://openalex.org/W2119587652, https://openalex.org/W2049773875, https://openalex.org/W2091916425, https://openalex.org/W2116568238, https://openalex.org/W2148814768, https://openalex.org/W2553521091, https://openalex.org/W1971213371, https://openalex.org/W1578919155, https://openalex.org/W3122728969, https://openalex.org/W2049884882, https://openalex.org/W2353931744, https://openalex.org/W2118931737, https://openalex.org/W2018079782, https://openalex.org/W2159878756, https://openalex.org/W2132728629, https://openalex.org/W2127281421, https://openalex.org/W1763036350, https://openalex.org/W3093752946, https://openalex.org/W2388800308, https://openalex.org/W2364722826, https://openalex.org/W2097343718, https://openalex.org/W2365705769, https://openalex.org/W2890853717, https://openalex.org/W2119455293, https://openalex.org/W2387291285, https://openalex.org/W1580804840, https://openalex.org/W2288802977, https://openalex.org/W2157585414, https://openalex.org/W1648451562, https://openalex.org/W3175158828, https://openalex.org/W623596649, https://openalex.org/W2368218525, https://openalex.org/W2612875108, https://openalex.org/W2122216841, https://openalex.org/W3121558866, https://openalex.org/W2208157789, https://openalex.org/W1791196730, https://openalex.org/W2351358614, https://openalex.org/W2363649169, https://openalex.org/W2355555430, https://openalex.org/W2151222191, https://openalex.org/W2108734997, https://openalex.org/W2120158174, https://openalex.org/W2068645718, https://openalex.org/W2010545686, https://openalex.org/W2380359989, https://openalex.org/W2625992765, https://openalex.org/W2353487644, https://openalex.org/W1792190074, https://openalex.org/W1020822704, https://openalex.org/W1444704346, https://openalex.org/W1882444807, https://openalex.org/W2411230938, https://openalex.org/W2419212734, https://openalex.org/W2291516288, https://openalex.org/W4238028113, https://openalex.org/W2482682982, https://openalex.org/W3125643021, https://openalex.org/W2602849344, https://openalex.org/W2587329652, https://openalex.org/W2210747677, https://openalex.org/W2766173862, https://openalex.org/W2569989626, https://openalex.org/W2802089178, https://openalex.org/W4230700148, https://openalex.org/W2883024550, https://openalex.org/W2902789768, https://openalex.org/W2811219136, https://openalex.org/W2900408224, https://openalex.org/W2756659966, https://openalex.org/W2794220255, https://openalex.org/W2895165109, https://openalex.org/W3156722884, https://openalex.org/W2918831213, https://openalex.org/W3105823174, https://openalex.org/W3121545129, https://openalex.org/W2889122466, https://openalex.org/W2944091914, https://openalex.org/W2943421593, https://openalex.org/W2921237584, https://openalex.org/W2922209108, https://openalex.org/W2978816005, https://openalex.org/W2967279307, https://openalex.org/W4234924712, https://openalex.org/W3084113281, https://openalex.org/W3033501614, https://openalex.org/W3207371012, https://openalex.org/W3165956734, https://openalex.org/W4205619119, https://openalex.org/W3129579937, https://openalex.org/W3136260651, https://openalex.org/W3119775080, https://openalex.org/W3192903419, https://openalex.org/W3178385122, https://openalex.org/W3181973673, https://openalex.org/W4312802865, https://openalex.org/W4285263003, https://openalex.org/W4286458987, https://openalex.org/W4296277673, https://openalex.org/W4304172618, https://openalex.org/W4308908946, https://openalex.org/W4308132439, https://openalex.org/W4295122648, https://openalex.org/W4205552064, https://openalex.org/W4384133380, https://openalex.org/W4385260730, https://openalex.org/W4385782198, https://openalex.org/W4390066466, https://openalex.org/W4388626236, https://openalex.org/W4383346553, https://openalex.org/W4381736130, https://openalex.org/W4377834046, https://openalex.org/W4381512763, https://openalex.org/W4402546895, https://openalex.org/W4402066912, https://openalex.org/W4401871424, https://openalex.org/W4405654739, https://openalex.org/W3121518780, https://openalex.org/W4401327824, https://openalex.org/W3204735205, https://openalex.org/W4395466247, https://openalex.org/W4391619986, https://openalex.org/W4399323633, https://openalex.org/W4392135119, https://openalex.org/W4407152405, https://openalex.org/W4407738440]"
Empirical Estimates and Determinants,Transition Matrix / Probability Measures,"[2003, 2005, 2006, 2009, 2013, 2015, 2019, 2023, 2024]",10,"[https://openalex.org/W1510224607, https://openalex.org/W1994031345, https://openalex.org/W2099874214, https://openalex.org/W48048703, https://openalex.org/W2012592263, https://openalex.org/W1556385061, https://openalex.org/W4242326182, https://openalex.org/W2953817338, https://openalex.org/W4390487374, https://openalex.org/W4402314342]"
Empirical Estimates and Determinants,Others_Measure,"[2008, 2013, 2014, 2015, 2016, 2019, 2020, 2021, 2023, 2024]",14,"[https://openalex.org/W3125155430, https://openalex.org/W2123210148, https://openalex.org/W2292189473, https://openalex.org/W2337892695, https://openalex.org/W1862838271, https://openalex.org/W325124896, https://openalex.org/W3049173530, https://openalex.org/W2914094440, https://openalex.org/W2947666646, https://openalex.org/W3033929493, https://openalex.org/W3032637579, https://openalex.org/W3216038618, https://openalex.org/W4386094306, https://openalex.org/W4403370613]"
Empirical Estimates and Determinants,Non‐parametric Approaches,[2015],1,[https://openalex.org/W2485689150]
Empirical Estimates and Determinants,Rank‐based Measures,"[2008, 2010, 2014, 2018, 2019, 2020, 2021, 2022, 2023, 2025]",18,"[https://openalex.org/W3124527946, https://openalex.org/W1885260769, https://openalex.org/W2155246844, https://openalex.org/W2105584013, https://openalex.org/W2912008487, https://openalex.org/W3147268152, https://openalex.org/W3145594932, https://openalex.org/W3189747191, https://openalex.org/W4211263339, https://openalex.org/W4312805135, https://openalex.org/W4312705867, https://openalex.org/W4312419656, https://openalex.org/W3163153651, https://openalex.org/W4386491507, https://openalex.org/W4388724660, https://openalex.org/W4387195562, https://openalex.org/W4387158607, https://openalex.org/W4406632693]"
Measurement and Methodological Advances,No dataset,"[1998, 2002, 2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025]",23,"[https://openalex.org/W2117544103, https://openalex.org/W2164455384, https://openalex.org/W2030719283, https://openalex.org/W2037234295, https://openalex.org/W1985674062, https://openalex.org/W2119977186, https://openalex.org/W2302816456, https://openalex.org/W2598656573, https://openalex.org/W2182279624, https://openalex.org/W2476394513, https://openalex.org/W2507475885, https://openalex.org/W2635740930, https://openalex.org/W2896751489, https://openalex.org/W3121217472, https://openalex.org/W2981344849, https://openalex.org/W3044954030, https://openalex.org/W2906080883, https://openalex.org/W2546674699, https://openalex.org/W4320148496, https://openalex.org/W4361974330, https://openalex.org/W4361988923, https://openalex.org/W4362499633, https://openalex.org/W4406103194]"
Measurement and Methodological Advances,Administrative/Registry Data,"[2007, 2011, 2015, 2016, 2018, 2021, 2023]",8,"[https://openalex.org/W1546068527, https://openalex.org/W3123202179, https://openalex.org/W4300951185, https://openalex.org/W2922736319, https://openalex.org/W1557569468, https://openalex.org/W3109347625, https://openalex.org/W3176622639, https://openalex.org/W4386370708]"
Measurement and Methodological Advances,Others_DataType,"[2010, 2024]",2,"[https://openalex.org/W1994441718, https://openalex.org/W4399529338]"
Measurement and Methodological Advances,Panel/Longitudinal Surveys,"[2003, 2009, 2011, 2012, 2015, 2016, 2019, 2020, 2021, 2022, 2023, 2024]",17,"[https://openalex.org/W1575557529, https://openalex.org/W1966505070, https://openalex.org/W1504828284, https://openalex.org/W2009388710, https://openalex.org/W3125359030, https://openalex.org/W2237492881, https://openalex.org/W2107393980, https://openalex.org/W2527995213, https://openalex.org/W2984996373, https://openalex.org/W3037705751, https://openalex.org/W3033668572, https://openalex.org/W2897475839, https://openalex.org/W3195123941, https://openalex.org/W4307711555, https://openalex.org/W4285024880, https://openalex.org/W4324121632, https://openalex.org/W4402986304]"
Measurement and Methodological Advances,Linked Administrative Data,"[2009, 2020, 2024]",3,"[https://openalex.org/W2009897266, https://openalex.org/W3027769937, https://openalex.org/W4393244952]"
Measurement and Methodological Advances,National Survey Data,[2023],1,[https://openalex.org/W4322624816]
Measurement and Methodological Advances,International Panel Data,[2020],1,[https://openalex.org/W3039577330]
Measurement and Methodological Advances,Absolute Mobility Measures,"[2013, 2014, 2017, 2024]",4,"[https://openalex.org/W1985674062, https://openalex.org/W2119977186, https://openalex.org/W2635740930, https://openalex.org/W4393244952]"
Measurement and Methodological Advances,Decomposition / Structural Approaches,[2011],1,[https://openalex.org/W1504828284]
Measurement and Methodological Advances,Regression‐based Measures,"[2003, 2009, 2010, 2011, 2012, 2015, 2016, 2019, 2020, 2021, 2022, 2023]",30,"[https://openalex.org/W1575557529, https://openalex.org/W2009897266, https://openalex.org/W2030719283, https://openalex.org/W2037234295, https://openalex.org/W3123202179, https://openalex.org/W2009388710, https://openalex.org/W4300951185, https://openalex.org/W3125359030, https://openalex.org/W2237492881, https://openalex.org/W2302816456, https://openalex.org/W2107393980, https://openalex.org/W2922736319, https://openalex.org/W2598656573, https://openalex.org/W2182279624, https://openalex.org/W1557569468, https://openalex.org/W2507475885, https://openalex.org/W2527995213, https://openalex.org/W2984996373, https://openalex.org/W3027769937, https://openalex.org/W3037705751, https://openalex.org/W3044954030, https://openalex.org/W2906080883, https://openalex.org/W2897475839, https://openalex.org/W3195123941, https://openalex.org/W4320148496, https://openalex.org/W4307711555, https://openalex.org/W4324121632, https://openalex.org/W4361974330, https://openalex.org/W4361988923, https://openalex.org/W4362499633]"
Measurement and Methodological Advances,Transition Matrix / Probability Measures,"[2009, 2018, 2022]",3,"[https://openalex.org/W1966505070, https://openalex.org/W2896751489, https://openalex.org/W4285024880]"
Measurement and Methodological Advances,Others_Measure,"[1998, 2002, 2007, 2016, 2019, 2024]",6,"[https://openalex.org/W2117544103, https://openalex.org/W2164455384, https://openalex.org/W1546068527, https://openalex.org/W2476394513, https://openalex.org/W2981344849, https://openalex.org/W4402986304]"
Measurement and Methodological Advances,Non‐parametric Approaches,"[2010, 2019, 2021]",3,"[https://openalex.org/W1994441718, https://openalex.org/W3121217472, https://openalex.org/W2546674699]"
Measurement and Methodological Advances,Rank‐based Measures,"[2018, 2020, 2021, 2023, 2024, 2025]",8,"[https://openalex.org/W3109347625, https://openalex.org/W3039577330, https://openalex.org/W3033668572, https://openalex.org/W3176622639, https://openalex.org/W4386370708, https://openalex.org/W4322624816, https://openalex.org/W4399529338, https://openalex.org/W4406103194]"
"Policy, Institutional, and Geographic Impacts",Archival/Historical Data,[2017],2,"[https://openalex.org/W2780097379, https://openalex.org/W2625426831]"
"Policy, Institutional, and Geographic Impacts",No dataset,"[2000, 2014, 2018, 2019, 2023]",5,"[https://openalex.org/W1527079419, https://openalex.org/W2153943844, https://openalex.org/W2997562221, https://openalex.org/W2938378096, https://openalex.org/W4367597654]"
"Policy, Institutional, and Geographic Impacts",Administrative/Registry Data,"[2015, 2016, 2018, 2019, 2020, 2022, 2025]",9,"[https://openalex.org/W3094369084, https://openalex.org/W2596999048, https://openalex.org/W2460486083, https://openalex.org/W2891903686, https://openalex.org/W3124369867, https://openalex.org/W3161971993, https://openalex.org/W4307723330, https://openalex.org/W4205360523, https://openalex.org/W4406151692]"
"Policy, Institutional, and Geographic Impacts",Others_DataType,[2012],1,[https://openalex.org/W3123563038]
"Policy, Institutional, and Geographic Impacts",Panel/Longitudinal Surveys,"[2010, 2014, 2016, 2019, 2021]",9,"[https://openalex.org/W2366816539, https://openalex.org/W2159988399, https://openalex.org/W3121808914, https://openalex.org/W2378057080, https://openalex.org/W4396596924, https://openalex.org/W2561736289, https://openalex.org/W2922039017, https://openalex.org/W3202616165, https://openalex.org/W3190097825]"
"Policy, Institutional, and Geographic Impacts",Linked Administrative Data,"[2013, 2018, 2019, 2020, 2024, 2025]",8,"[https://openalex.org/W2184450311, https://openalex.org/W2544001857, https://openalex.org/W3124550008, https://openalex.org/W2920476039, https://openalex.org/W3007051557, https://openalex.org/W4390693054, https://openalex.org/W4391772409, https://openalex.org/W4407463226]"
"Policy, Institutional, and Geographic Impacts",National Survey Data,"[2013, 2021, 2024]",3,"[https://openalex.org/W2741490491, https://openalex.org/W4312882163, https://openalex.org/W4401067024]"
"Policy, Institutional, and Geographic Impacts",International Panel Data,[2014],1,[https://openalex.org/W1983053572]
"Policy, Institutional, and Geographic Impacts",Opportunity Atlas,"[2020, 2021]",2,"[https://openalex.org/W3045264130, https://openalex.org/W3197901707]"
"Policy, Institutional, and Geographic Impacts",Natural/Experimental Data,"[2017, 2018, 2022, 2024]",4,"[https://openalex.org/W3026679872, https://openalex.org/W2801737043, https://openalex.org/W4283764937, https://openalex.org/W4401242778]"
"Policy, Institutional, and Geographic Impacts",Absolute Mobility Measures,"[2016, 2020]",2,"[https://openalex.org/W2561736289, https://openalex.org/W3045264130]"
"Policy, Institutional, and Geographic Impacts",Decomposition / Structural Approaches,"[2000, 2012, 2014, 2017, 2019, 2020, 2021, 2022, 2023]",9,"[https://openalex.org/W1527079419, https://openalex.org/W3123563038, https://openalex.org/W2153943844, https://openalex.org/W3026679872, https://openalex.org/W2938378096, https://openalex.org/W3007051557, https://openalex.org/W4312882163, https://openalex.org/W4283764937, https://openalex.org/W4367597654]"
"Policy, Institutional, and Geographic Impacts",Regression‐based Measures,"[2010, 2013, 2014, 2015, 2016, 2018, 2019, 2021, 2022, 2024, 2025]",28,"[https://openalex.org/W2366816539, https://openalex.org/W2741490491, https://openalex.org/W2184450311, https://openalex.org/W2159988399, https://openalex.org/W3121808914, https://openalex.org/W2378057080, https://openalex.org/W1983053572, https://openalex.org/W3094369084, https://openalex.org/W2596999048, https://openalex.org/W2460486083, https://openalex.org/W4396596924, https://openalex.org/W2997562221, https://openalex.org/W2544001857, https://openalex.org/W2891903686, https://openalex.org/W2801737043, https://openalex.org/W2922039017, https://openalex.org/W3124550008, https://openalex.org/W3124369867, https://openalex.org/W2920476039, https://openalex.org/W3202616165, https://openalex.org/W3197901707, https://openalex.org/W3190097825, https://openalex.org/W4307723330, https://openalex.org/W4205360523, https://openalex.org/W4401242778, https://openalex.org/W4401067024, https://openalex.org/W4390693054, https://openalex.org/W4407463226]"
"Policy, Institutional, and Geographic Impacts",Others_Measure,"[2020, 2024]",2,"[https://openalex.org/W3161971993, https://openalex.org/W4391772409]"
"Policy, Institutional, and Geographic Impacts",Multigenerational Measures,[2017],2,"[https://openalex.org/W2780097379, https://openalex.org/W2625426831]"
"Policy, Institutional, and Geographic Impacts",Rank‐based Measures,[2025],1,[https://openalex.org/W4406151692]
"Demographic Differences in Mobility (Race, Gender, etc.)",No dataset,[2006],1,[https://openalex.org/W2106387882]
"Demographic Differences in Mobility (Race, Gender, etc.)",Administrative/Registry Data,"[2011, 2018, 2019, 2020]",5,"[https://openalex.org/W2048745299, https://openalex.org/W2285151281, https://openalex.org/W2887573038, https://openalex.org/W2931489399, https://openalex.org/W3099122721]"
"Demographic Differences in Mobility (Race, Gender, etc.)",Panel/Longitudinal Surveys,"[2005, 2011, 2020, 2021, 2022]",7,"[https://openalex.org/W2044900547, https://openalex.org/W4232769139, https://openalex.org/W2320409419, https://openalex.org/W3001811947, https://openalex.org/W3132136530, https://openalex.org/W4225276593, https://openalex.org/W4282557620]"
"Demographic Differences in Mobility (Race, Gender, etc.)",Linked Administrative Data,"[2014, 2019, 2024]",3,"[https://openalex.org/W3124044027, https://openalex.org/W3123816425, https://openalex.org/W4402018025]"
"Demographic Differences in Mobility (Race, Gender, etc.)",National Survey Data,"[2013, 2021]",2,"[https://openalex.org/W2159953986, https://openalex.org/W3202722289]"
"Demographic Differences in Mobility (Race, Gender, etc.)",Regression‐based Measures,"[2018, 2019, 2020, 2021]",4,"[https://openalex.org/W2887573038, https://openalex.org/W2931489399, https://openalex.org/W3001811947, https://openalex.org/W3202722289]"
"Demographic Differences in Mobility (Race, Gender, etc.)",Transition Matrix / Probability Measures,"[2005, 2006, 2011, 2013, 2014, 2019, 2021, 2022]",8,"[https://openalex.org/W2044900547, https://openalex.org/W2106387882, https://openalex.org/W2320409419, https://openalex.org/W2159953986, https://openalex.org/W3124044027, https://openalex.org/W3123816425, https://openalex.org/W3132136530, https://openalex.org/W4282557620]"
"Demographic Differences in Mobility (Race, Gender, etc.)",Rank‐based Measures,"[2011, 2020, 2022, 2024]",6,"[https://openalex.org/W4232769139, https://openalex.org/W2048745299, https://openalex.org/W2285151281, https://openalex.org/W3099122721, https://openalex.org/W4225276593, https://openalex.org/W4402018025]"
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",No dataset,[2017],1,[https://openalex.org/W2592479289]
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Others_DataType,[2022],1,[https://openalex.org/W4307156538]
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Panel/Longitudinal Surveys,"[2006, 2019, 2020, 2022]",5,"[https://openalex.org/W1994583502, https://openalex.org/W3043515736, https://openalex.org/W3018625260, https://openalex.org/W2968697195, https://openalex.org/W4220692802]"
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Linked Administrative Data,[2021],1,[https://openalex.org/W3189916381]
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",National Survey Data,[2019],1,[https://openalex.org/W2933369931]
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Opportunity Atlas,[2023],1,[https://openalex.org/W4387912130]
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Absolute Mobility Measures,"[2019, 2020, 2022]",3,"[https://openalex.org/W3043515736, https://openalex.org/W2968697195, https://openalex.org/W4220692802]"
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Regression‐based Measures,"[2006, 2017, 2019, 2021]",4,"[https://openalex.org/W1994583502, https://openalex.org/W2592479289, https://openalex.org/W2933369931, https://openalex.org/W3189916381]"
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Others_Measure,[2020],1,[https://openalex.org/W3018625260]
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Multigenerational Measures,[2022],1,[https://openalex.org/W4307156538]
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Rank‐based Measures,[2023],1,[https://openalex.org/W4387912130]
Pseudo-Panel/Household Budget Survey,Regression‐based Measures,[2014],1,[https://openalex.org/W1912659445]
Pseudo-Panel/Household Budget Survey,Others_Measure,[2015],1,[https://openalex.org/W2337892695]
Pseudo-Panel/Household Budget Survey,Intergenerational Wealth Mobility and Inheritance,[2014],1,[https://openalex.org/W1912659445]
Pseudo-Panel/Household Budget Survey,Empirical Estimates and Determinants,[2015],1,[https://openalex.org/W2337892695]
