from_type,from_val,to_type,to_val,source,weight
Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,16
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,citation,16
DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,16
DataType,Linked Administrative Data,DataType,Linked Administrative Data,citation,16
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,16
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,16
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Intergenerational Wealth Mobility and Inheritance,citation,16
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,citation,16
Measure,Regression‐based Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,16
Measure,Regression‐based Measures,DataType,National Survey Data,citation,16
DataType,No dataset,Measure,Regression‐based Measures,citation,16
RqType,Empirical Estimates and Determinants,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,16
RqType,Empirical Estimates and Determinants,RqType,Empirical Estimates and Determinants,citation,16
RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,citation,16
Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,citation,16
Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,citation,16
DataType,Panel/Longitudinal Surveys,DataType,Linked Administrative Data,citation,16
DataType,Panel/Longitudinal Surveys,Measure,Decomposition / Structural Approaches,citation,16
RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,citation,16
RqType,Measurement and Methodological Advances,RqType,Empirical Estimates and Determinants,citation,16
DataType,National Survey Data,DataType,No dataset,citation,16
DataType,National Survey Data,RqType,Theoretical and Structural Models,citation,16
DataType,National Survey Data,Measure,Decomposition / Structural Approaches,citation,16
DataType,National Survey Data,Measure,Regression‐based Measures,citation,16
DataType,National Survey Data,Measure,Regression‐based Measures,citation,16
DataType,Administrative/Registry Data,DataType,Administrative/Registry Data,citation,16
DataType,Administrative/Registry Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,16
Measure,Others_Measure,DataType,Linked Administrative Data,citation,15
Measure,Others_Measure,Measure,Rank‐based Measures,citation,15
DataType,National Survey Data,DataType,Panel/Longitudinal Surveys,citation,15
DataType,National Survey Data,Measure,Regression‐based Measures,citation,15
DataType,National Survey Data,DataType,National Survey Data,citation,15
DataType,National Survey Data,Measure,Regression‐based Measures,citation,15
RqType,"Policy, Institutional, and Geographic Impacts",RqType,Empirical Estimates and Determinants,citation,15
Measure,Absolute Mobility Measures,Measure,Transition Matrix / Probability Measures,citation,15
DataType,Linked Administrative Data,DataType,Administrative/Registry Data,citation,15
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,15
DataType,Linked Administrative Data,DataType,Linked Administrative Data,citation,15
DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,citation,15
Measure,Regression‐based Measures,RqType,Theoretical and Structural Models,citation,15
Measure,Regression‐based Measures,Measure,Decomposition / Structural Approaches,citation,15
Measure,Regression‐based Measures,DataType,No dataset,citation,15
Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,15
Measure,Regression‐based Measures,DataType,No dataset,citation,15
Measure,Rank‐based Measures,DataType,Others_DataType,citation,15
Measure,Rank‐based Measures,Measure,Others_Measure,citation,15
RqType,Empirical Estimates and Determinants,RqType,Empirical Estimates and Determinants,citation,15
RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,citation,15
Measure,Transition Matrix / Probability Measures,Measure,Transition Matrix / Probability Measures,citation,15
DataType,Panel/Longitudinal Surveys,DataType,Panel/Longitudinal Surveys,citation,15
DataType,Panel/Longitudinal Surveys,DataType,Linked Administrative Data,citation,15
RqType,Measurement and Methodological Advances,RqType,Intergenerational Wealth Mobility and Inheritance,citation,15
RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,citation,15
DataType,No dataset,DataType,No dataset,citation,14
DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,14
DataType,No dataset,DataType,Administrative/Registry Data,citation,14
RqType,Empirical Estimates and Determinants,RqType,Empirical Estimates and Determinants,citation,14
RqType,Empirical Estimates and Determinants,RqType,Empirical Estimates and Determinants,citation,14
RqType,Empirical Estimates and Determinants,DataType,No dataset,citation,14
Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,citation,14
Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,citation,14
Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,citation,14
Measure,Transition Matrix / Probability Measures,DataType,Panel/Longitudinal Surveys,citation,14
Measure,Transition Matrix / Probability Measures,DataType,No dataset,citation,14
Measure,Transition Matrix / Probability Measures,RqType,Theoretical and Structural Models,citation,14
Measure,Transition Matrix / Probability Measures,Measure,Decomposition / Structural Approaches,citation,14
DataType,Panel/Longitudinal Surveys,DataType,Administrative/Registry Data,citation,14
DataType,Panel/Longitudinal Surveys,DataType,Panel/Longitudinal Surveys,citation,14
RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,citation,14
RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,citation,14
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,citation,14
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,citation,14
Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,14
Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,14
Measure,Regression‐based Measures,RqType,"Policy, Institutional, and Geographic Impacts",citation,14
Measure,Others_Measure,Measure,Transition Matrix / Probability Measures,citation,14
DataType,National Survey Data,Measure,Transition Matrix / Probability Measures,citation,14
DataType,National Survey Data,RqType,Empirical Estimates and Determinants,citation,14
DataType,National Survey Data,RqType,Empirical Estimates and Determinants,citation,14
DataType,Administrative/Registry Data,DataType,No dataset,citation,14
DataType,Administrative/Registry Data,RqType,Empirical Estimates and Determinants,citation,14
DataType,Administrative/Registry Data,RqType,Empirical Estimates and Determinants,citation,14
RqType,"Policy, Institutional, and Geographic Impacts",Measure,Regression‐based Measures,citation,14
RqType,"Policy, Institutional, and Geographic Impacts",DataType,No dataset,citation,14
RqType,"Policy, Institutional, and Geographic Impacts",RqType,Theoretical and Structural Models,citation,14
RqType,"Policy, Institutional, and Geographic Impacts",Measure,Decomposition / Structural Approaches,citation,14
Measure,Decomposition / Structural Approaches,RqType,Empirical Estimates and Determinants,citation,14
Measure,Decomposition / Structural Approaches,Measure,Regression‐based Measures,citation,14
Measure,Rank‐based Measures,DataType,Administrative/Registry Data,citation,14
Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,14
Measure,Decomposition / Structural Approaches,Measure,Regression‐based Measures,citation,13
Measure,Decomposition / Structural Approaches,DataType,International Panel Data,citation,13
Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,13
Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,13
Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,citation,13
Measure,Rank‐based Measures,DataType,Linked Administrative Data,citation,13
Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,citation,13
Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,13
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,13
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,13
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Intergenerational Wealth Mobility and Inheritance,citation,13
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,citation,13
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,citation,13
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,citation,13
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Intergenerational Wealth Mobility and Inheritance,citation,13
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,citation,13
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,citation,13
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,citation,13
Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,citation,13
Measure,Regression‐based Measures,DataType,National Survey Data,citation,13
Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,citation,13
Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,citation,13
Measure,Regression‐based Measures,DataType,Others_DataType,citation,13
Measure,Regression‐based Measures,DataType,Linked Administrative Data,citation,13
RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,citation,13
RqType,Empirical Estimates and Determinants,RqType,Intergenerational Wealth Mobility and Inheritance,citation,13
RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,citation,13
RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,citation,13
RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,citation,13
RqType,Empirical Estimates and Determinants,RqType,Empirical Estimates and Determinants,citation,13
RqType,Empirical Estimates and Determinants,RqType,"Policy, Institutional, and Geographic Impacts",citation,13
DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,citation,13
DataType,Panel/Longitudinal Surveys,DataType,No dataset,citation,13
DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,citation,13
RqType,Measurement and Methodological Advances,RqType,Empirical Estimates and Determinants,citation,13
RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,citation,13
RqType,Theoretical and Structural Models,DataType,No dataset,citation,13
